name,brand,location,year,vehicle_age,kilometers_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,price
Maruti Celerio VXI AT,Maruti,Mumbai,2015,5,33000.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,6,64394.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
Tata Manza Aura Quadrajet,Tata,Hyderabad,2010,10,76000.0,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7
Honda Jazz 1.5 SV i DTEC,Honda,Mumbai,2016,4,48719.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2016,4,59711.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28
Nissan Micra Diesel XV Premium,Nissan,Hyderabad,2012,8,83000.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Coimbatore,2018,2,10714.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51
Tata Manza Aura Plus Quadrajet BS IV,Tata,Hyderabad,2010,10,127510.0,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4
Maruti Swift VDI,Maruti,Kolkata,2014,6,35010.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,Jaipur,2012,8,75451.0,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78
Tata Indigo eCS LS (TDI) BS-III,Tata,Pune,2015,5,83000.0,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7
Honda Amaze S i-Dtech,Honda,Kolkata,2013,7,38755.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2
Maruti Swift VXI BSIV,Maruti,Delhi,2016,4,30000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0
Maruti Ertiga ZDI,Maruti,Chennai,2012,8,40000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
Hyundai Grand i10 Era,Hyundai,Kolkata,2014,6,19500.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85
Nissan Micra Active XV,Nissan,Ahmedabad,2016,4,41000.0,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25
Hyundai Grand i10 Asta Option,Hyundai,Bangalore,2014,6,30000.0,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9
Jeep Compass 2.0 Sport,Jeep,Hyderabad,2017,3,37000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Delhi,2014,6,62000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25
Honda Amaze S AT i-Vtech,Honda,Pune,2015,5,42023.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34
BMW X3 xDrive20d Advantage Edition,BMW,Kolkata,2012,8,51001.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0
BMW 3 Series 320d Luxury Line,BMW,Kochi,2017,3,55389.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
Honda City V AT,Honda,Kochi,2014,6,46728.0,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15
Mahindra Ssangyong Rexton RX5,Mahindra,Kochi,2014,6,58995.0,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25
Maruti Swift Dzire LDI,Maruti,Delhi,2015,5,37857.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
Maruti Swift VDI BSIV,Maruti,Jaipur,2014,6,71000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
Honda Brio S Option MT,Honda,Pune,2012,8,49024.0,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3
Hyundai Grand i10 Sportz,Hyundai,Mumbai,2016,4,10770.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.75
Tata Zest Quadrajet 1.3 75PS XM,Tata,Pune,2017,3,72000.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.0
Hyundai EON Era Plus,Hyundai,Jaipur,2015,5,91000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,3,14000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95
Volvo S60 D4 KINETIC,Volvo,Delhi,2014,6,48000.0,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,16.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,2014,6,75136.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.15
Maruti Ritz VXI,Maruti,Hyderabad,2014,6,32500.0,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4.05
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,2010,10,94500.0,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3.1
Maruti Dzire VXI,Maruti,Hyderabad,2013,7,34900.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5.49
Porsche Panamera 2010 2013 4S,Porsche,Coimbatore,2010,10,42400.0,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,42.91
Maruti Swift VDi BSIII W/ ABS,Maruti,Jaipur,2015,5,50000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
Honda Brio S MT,Honda,Kolkata,2014,6,35000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.85
Chevrolet Beat LS,Chevrolet,Bangalore,2012,8,37000.0,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2.35
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,2,32807.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.76
Honda City ZX GXi,Honda,Pune,2008,12,119000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2.25
Maruti Ritz LXi,Maruti,Mumbai,2016,4,12000.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.65
Ford EcoSport 1.5 TDCi Trend,Ford,Delhi,2016,4,46727.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.25
BMW 3 Series 320d,BMW,Hyderabad,2010,10,73336.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,10.69
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,6,9000.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.5
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,15,240000.0,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5.1
Maruti Wagon R LXI,Maruti,Mumbai,2014,6,25422.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.25
Maruti Ertiga VDI,Maruti,Mumbai,2018,2,14000.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.25
Maruti Alto LXi BSIII,Maruti,Hyderabad,2008,12,66000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7
Maruti A-Star Vxi,Maruti,Kochi,2010,10,55324.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.87
BMW X5 3.0d,BMW,Bangalore,2009,11,90000.0,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17.75
Mahindra KUV 100 G80 K6 Plus 5Str,Mahindra,Kolkata,2017,3,43000.0,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.5
Hyundai i10 Magna AT,Hyundai,Bangalore,2008,12,58483.0,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,2.95
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2007,13,93000.0,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.6
Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,2010,10,50000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,Ahmedabad,2014,6,78616.0,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,15.5
Toyota Etios G,Toyota,Pune,2011,9,37000.0,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.8
Honda City 1.5 E MT,Honda,Kolkata,2010,10,54801.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.5
Maruti Swift Dzire VDI,Maruti,Bangalore,2014,6,29000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
Maruti Swift VXI,Maruti,Pune,2010,10,68000.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.8
Hyundai Verna 1.6 EX VTVT,Hyundai,Kolkata,2014,6,58000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.59
Maruti Ritz VDi,Maruti,Pune,2012,8,64290.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
Toyota Fortuner 4x2 Manual,Toyota,Mumbai,2015,5,31000.0,Diesel,Manual,First,13.0,2982.0,168.5,7.0,19.85
Jeep Compass 2.0 Limited,Jeep,Pune,2018,2,16039.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18.5
Hyundai i20 Asta Option 1.2,Hyundai,Hyderabad,2017,3,19860.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
Maruti Wagon R LXI CNG,Maruti,Delhi,2014,6,48500.0,CNG,Manual,Second,26.6,998.0,58.16,5.0,2.85
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Tata,Jaipur,2012,8,75391.0,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.75
Maruti Swift Dzire LDi,Maruti,Jaipur,2008,12,78000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.3
Tata Indigo eCS eLS BS IV,Tata,Kolkata,2016,4,78000.0,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.3
Maruti Swift LDI,Maruti,Hyderabad,2016,4,52000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.95
Maruti Celerio VXI AT,Maruti,Kolkata,2016,4,30000.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.49
BMW 5 Series 2013-2017 530d M Sport,BMW,Coimbatore,2016,4,19254.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,47.7
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Coimbatore,2015,5,29651.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,6.43
Tata Safari DICOR 2.2 LX 4x2,Tata,Bangalore,2011,9,80000.0,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4.5
Mini Cooper S Carbon Edition,Mini,Kolkata,2018,2,2971.0,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,39.75
Ford Figo Petrol Titanium,Ford,Kolkata,2015,5,21400.0,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4.0
Honda City i DTEC V,Honda,Ahmedabad,2015,5,77000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.98
Hyundai Tucson CRDi,Hyundai,Delhi,2006,14,80000.0,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1.75
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2013,7,81755.0,Diesel,Manual,First,20.0,1968.0,108.5,5.0,4.75
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2016,4,99593.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,23.5
Hyundai Verna 1.6 SX,Hyundai,Hyderabad,2014,6,39791.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.49
Mahindra XUV500 W6 2WD,Mahindra,Hyderabad,2015,5,113000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.85
Renault KWID RXT,Renault,Mumbai,2017,3,24000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
Hyundai i20 Asta 1.2,Hyundai,Bangalore,2015,5,39000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6.3
Honda City V AT,Honda,Bangalore,2012,8,37000.0,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.75
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Coimbatore,2017,3,61108.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,28.88
Skoda Superb Elegance 1.8 TSI AT,Skoda,Kochi,2016,4,61648.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,14.23
BMW 3 Series 320d Sport,BMW,Mumbai,2012,8,37000.0,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,15.0
Maruti Ertiga VXI CNG,Maruti,Mumbai,2013,7,53000.0,CNG,Manual,First,22.8,1373.0,80.9,7.0,5.8
Maruti Ritz LDi,Maruti,Jaipur,2013,7,65000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
Hyundai Santro Xing XP,Hyundai,Jaipur,2005,15,120000.0,Petrol,Manual,First,,1086.0,,5.0,1.15
Toyota Fortuner 3.0 Diesel,Toyota,Jaipur,2011,9,148009.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12.75
Maruti Swift Lxi BSIII,Maruti,Mumbai,2009,11,53001.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,1.95
Tata Tigor 1.2 Revotron XT,Tata,Mumbai,2018,2,22345.0,Petrol,Manual,First,20.3,1199.0,84.0,5.0,4.95
Honda City i VTEC CVT VX,Honda,Delhi,2015,5,50000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.25
BMW 3 Series 320d,BMW,Hyderabad,2013,7,48183.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,20.99
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,Hyderabad,2010,10,93000.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,17.5
Maruti Swift VDI,Maruti,Kochi,2015,5,53500.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.36
Maruti Ertiga VXI,Maruti,Delhi,2014,6,17585.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.35
Hyundai Verna 1.6 VTVT,Hyundai,Kolkata,2011,9,36226.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,2.95
Land Rover Discovery Sport TD4 HSE,Land,Coimbatore,2019,1,25899.0,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,55.7
Hyundai Santro Xing GL,Hyundai,Kolkata,2009,11,60170.0,Petrol,Manual,First,,1086.0,62.0,5.0,1.15
Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,Hyderabad,2017,3,11200.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,37.5
Hyundai i10 Magna 1.2,Hyundai,Kochi,2017,3,49045.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.07
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Kolkata,2012,8,45000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.99
Maruti Vitara Brezza VDi Option,Maruti,Delhi,2017,3,40000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.9
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2016,4,36600.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,7.49
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Jaipur,2009,11,117000.0,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1.1
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,Delhi,2016,4,16000.0,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,56.0
Hyundai Xcent 1.2 CRDi S,Hyundai,Mumbai,2016,4,50000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3.5
Hyundai Verna CRDi SX ABS,Hyundai,Hyderabad,2008,12,150000.0,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3.0
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2014,6,11000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.1
Ford Figo Petrol ZXI,Ford,Bangalore,2010,10,102016.0,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.25
Maruti Swift VDI Optional,Maruti,Chennai,2016,4,38000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.95
Renault Pulse RxL,Renault,Hyderabad,2013,7,71491.0,Diesel,Manual,First,23.08,1461.0,63.12,5.0,4.95
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2015,5,46354.0,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.49
BMW 3 Series 320d Luxury Line,BMW,Delhi,2019,1,87000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6.67
Skoda Rapid 1.6 MPI Active,Skoda,Ahmedabad,2015,5,20765.0,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.25
Hyundai Santro GS,Hyundai,Ahmedabad,2005,15,58000.0,Petrol,Manual,Second,,999.0,,5.0,1.51
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2014,6,51076.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34.88
Maruti Ciaz VDi Plus,Maruti,Jaipur,2016,4,84085.0,Diesel,Manual,First,26.21,1248.0,88.5,5.0,6.9
Honda City i DTEC VX,Honda,Kolkata,2014,6,55000.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,5.99
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mercedes-Benz,Mumbai,2010,10,73000.0,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Audi,Pune,2012,8,50001.0,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,29.0
Mahindra Xylo H4,Mahindra,Coimbatore,2016,4,93166.0,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,5.85
Honda City 1.5 EXI AT,Honda,Kochi,2006,14,99583.0,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2.21
Maruti SX4 ZXI MT BSIV,Maruti,Mumbai,2010,10,72000.0,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.4
Toyota Corolla Altis G,Toyota,Pune,2009,11,70000.0,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3.0
Volkswagen Vento Petrol Highline AT,Volkswagen,Pune,2012,8,61000.0,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,3.75
Hyundai EON Era Plus,Hyundai,Pune,2015,5,66510.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.95
Skoda Laura Ambition 2.0 TDI CR MT,Skoda,Hyderabad,2011,9,84062.0,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5.8
Maruti Swift VDI,Maruti,Hyderabad,2012,8,80799.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.9
Toyota Corolla Altis 1.8 VL CVT,Toyota,Kolkata,2018,2,5000.0,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,16.95
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2013,7,92000.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
Tata Tiago Wizz 1.05 Revotorq,Tata,Hyderabad,2017,3,53000.0,Diesel,Manual,First,27.28,1047.0,69.0,5.0,5.0
Skoda Rapid 1.6 MPI Ambition,Skoda,Mumbai,2015,5,39822.0,Petrol,Manual,First,15.41,1598.0,103.52,5.0,4.68
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Mumbai,2016,4,29000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.8
Renault KWID RXL,Renault,Kochi,2017,3,24214.0,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.46
Hyundai i20 1.4 Asta CRDi with AVN,Hyundai,Pune,2012,8,75000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.0
Skoda Laura Ambiente,Skoda,Chennai,2012,8,77216.0,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,4.5
Toyota Corolla Altis Diesel D4DG,Toyota,Kochi,2013,7,74290.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5.87
Mahindra Scorpio S8 8 Seater,Mahindra,Delhi,2015,5,61000.0,Diesel,Manual,First,15.4,2179.0,120.0,8.0,9.5
Audi Q5 2.0 TDI Premium Plus,Audi,Chennai,2013,7,44000.0,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,32.5
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Coimbatore,2014,6,74041.0,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.88
BMW 3 Series 320d,BMW,Coimbatore,2013,7,85846.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,13.08
Nissan Sunny 2011-2014 Diesel XV,Nissan,Delhi,2012,8,52000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3.5
Honda Accord 2.4 MT,Honda,Mumbai,2010,10,47000.0,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,3.5
Hyundai Verna CRDi,Hyundai,Bangalore,2010,10,72010.0,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4.45
Maruti Omni E MPI STD BS IV,Maruti,Jaipur,2015,5,15000.0,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
Honda City i VTEC SV,Honda,Kolkata,2015,5,480000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.0
Audi A7 2011-2015 Sportback,Audi,Kolkata,2012,8,24720.0,Diesel,Automatic,Second,,2967.0,241.4,5.0,28.0
Ford Fiesta 1.4 ZXi Leather,Ford,Chennai,2007,13,75000.0,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,2.0
Hyundai i20 1.4 Asta,Hyundai,Mumbai,2015,5,57000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Kochi,2015,5,41057.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,24.63
Maruti Wagon R LXI CNG,Maruti,Pune,2012,8,92000.0,CNG,Manual,Second,26.2,998.0,58.2,5.0,3.0
Ford EcoSport 1.5 TDCi Trend Plus,Ford,Chennai,2016,4,20000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.9
Hyundai i20 1.2 Magna,Hyundai,Mumbai,2011,9,52359.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3.25
Honda City i VTEC V,Honda,Delhi,2016,4,17000.0,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8.25
Nissan Micra Diesel XV,Nissan,Kolkata,2011,9,39002.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.85
Ford Figo Diesel EXI,Ford,Pune,2010,10,129986.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,3.2
Nissan Micra XL,Nissan,Kolkata,2013,7,45000.0,Petrol,Manual,First,18.44,1198.0,75.0,5.0,1.75
Maruti Swift VDI BSIV,Maruti,Kolkata,2013,7,41300.0,Diesel,Manual,First,17.8,1248.0,,5.0,3.38
Honda Accord 2.4 MT,Honda,Ahmedabad,2009,11,82002.0,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,5.75
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2010,10,67000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4.7
Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2017,3,21260.0,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Ahmedabad,2012,8,55362.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Chennai,2017,3,13000.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5
Maruti Swift VDI BSIV,Maruti,Kochi,2016,4,45725.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.34
Maruti Swift LDI BSIV,Maruti,Jaipur,2014,6,105000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Hyderabad,2009,11,156056.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.5
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,4,135000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.2
Maruti Ertiga Paseo VDI,Maruti,Delhi,2016,4,67000.0,Diesel,Manual,First,20.77,1248.0,88.7,7.0,6.75
Ford Endeavour 3.2 Trend AT 4X4,Ford,Jaipur,2016,4,90000.0,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,26.0
Hyundai i20 1.4 Sportz,Hyundai,Coimbatore,2019,1,32251.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8.61
Maruti Zen Estilo LXI BS IV,Maruti,Mumbai,2009,11,47000.0,Petrol,Manual,First,19.0,998.0,67.1,5.0,1.46
Maruti Ritz VDi,Maruti,Mumbai,2011,9,75308.0,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,2.8
Maruti Alto K10 LXI CNG Optional,Maruti,Kochi,2018,2,44202.0,CNG,Manual,First,32.26,998.0,58.2,4.0,4.0
Honda City 1.5 S MT,Honda,Mumbai,2014,6,58000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.47
Maruti Swift Dzire ZXi,Maruti,Mumbai,2009,11,60000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2.45
BMW X1 sDrive 20d Sportline,BMW,Hyderabad,2014,6,45000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,21.5
Tata Manza Aqua Safire,Tata,Mumbai,2010,10,41195.0,Petrol,Manual,First,15.0,1368.0,90.0,5.0,1.38
Mahindra XUV500 W10 2WD,Mahindra,Chennai,2016,4,89000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.5
Hyundai i10 Sportz AT,Hyundai,Bangalore,2009,11,60510.0,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,3.1
Maruti Baleno Sigma 1.2,Maruti,Mumbai,2016,4,8500.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Kochi,2017,3,35981.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.51
Ford Figo Petrol ZXI,Ford,Mumbai,2012,8,23152.0,Petrol,Manual,First,15.6,1196.0,70.02,5.0,2.39
Maruti Wagon R CNG LXI,Maruti,Delhi,2014,6,74663.0,CNG,Manual,First,33.54,998.0,67.04,5.0,3.25
Volkswagen Vento Sport 1.2 TSI AT,Volkswagen,Mumbai,2014,6,61529.0,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65
Mahindra Xylo D2 BS III,Mahindra,Ahmedabad,2010,10,91596.0,Diesel,Manual,First,14.95,2489.0,93.7,7.0,1.85
Porsche Cayenne Base,Porsche,Kochi,2019,1,14298.0,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,2.02
Maruti Swift Dzire VDi,Maruti,Hyderabad,2013,7,83327.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,Hyderabad,2017,3,22857.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.9
Hyundai Verna 1.6 VTVT,Hyundai,Chennai,2013,7,34620.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.35
Hyundai i10 Era 1.1,Hyundai,Bangalore,2010,10,56000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Mercedes-Benz,Chennai,2014,6,81000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,22.75
